,Brand,Avg Rating,Total Comment,Seller Rating,Notebook Type,Memory Speed,Bluetooth,Weight,Touch Screen,Screen Size,GPU Type,GPU,CPU Generation,CPU Type,OS,Max CPU Speed,Screen Resolution,Finger Print,RAM,RAM Type,HDD,SSD,Charging Time,CPU Speed,Price
2120,Monster,4.7,268,"9,9",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,500 GB,,2.70 GHz,16.099 TL
2121,Lenovo,4.7,146,"9,9",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Yok,8 GB,Belirtilmemiþ,Yok,256 GB,6 Saat ve Üstü,2.4 GHz,11.682 TL
2122,HP,,,09,Notebook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Pro,4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,4 - 6 Saat,2.4 GHz,14.088 TL
2123,Dell,,,"9,8",Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 10 Home,4.7 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.8 GHz,18.175 TL
2124,Asus,4.8,85,10,Ýkisi Bir Arada,3733 MHz,Var,1 - 2 kg,Var,"13,3 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i5,Windows 10 Home,3.7 GHz,1920 x 1080,Yok,8 GB,LPDDR4X,Yok,512 GB,,1.1 GHz,11.599 TL
2125,Dell,4.7,129,10,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,Ryzen,AMD Ryzen 7,Windows 11 Home,4.4 GHz,1920 x 1080,Belirtilmemiþ,16 GB,DDR4,Yok,512 GB,,3.2 GHz,19.999 TL
2126,Acer,5.0,3,,Oyun Bilgisayarlarý,Belirtilmemiþ,Var,2 kg ve Altý,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,5.Nesil,AMD Ryzen 5,Yok (Free Dos),4.3 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,3.3 GHz,18.998 TL
2127,Dell,4.9,65,,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i7,Ubuntu,4.6 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,2.30 GHz,19.998 TL
2128,Monster,4.7,213,"9,9",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,500 GB,3 Saat ve Altý,2.70 GHz,15.699 TL
2129,Fujitsu,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,10.Nesil,Intel Core i5,Windows 10 Home,3.6 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,480 GB,4 - 6 Saat,1 GHz,9.327 TL
2130,Huawei,4.7,154,09,Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 11 Home,4.7 GHz,1920 x 1080,Var,16 GB,DDR4,Yok,512 GB,,2.8 GHz,13.908 TL
2131,HONOR,4.8,48,"9,1",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i5,Windows 10 Home,Yok,1920 x 1080,Var,8 GB,DDR4,512 GB,512 GB,,Belirtilmemiþ,8.379 TL
2132,HP,4.2,16,"9,9",Notebook,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Windows 11 Home,4.4 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,4 - 6 Saat,2.6 GHz,15.999 TL
2133,Asus,4.8,165,,Notebook,2400 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i3,Windows 10 Home,4.1 GHz,1366 x 768,Yok,4 GB,DDR4,Yok,256 GB,,2.1 GHz,5.988 TL
2134,Dell,4.4,7,"9,7",Notebook,2666 MHz,Var,1 - 2 kg,Yok,14 inç,Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i7,Ubuntu,4.7 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.80 GHz,16.399 TL
2135,Casper,4.4,167,,Notebook,2133 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,Yok,Intel Celeron,Windows 11 Home,2.6 GHz,1366 x 768,Yok,4 GB,DDR3,Yok,120 GB,,1.10 GHz,3.948 TL
2136,Lenovo,4.7,15,10,Notebook,3200 MHz,Var,2 kg ve Altý,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,3 Saat ve Altý,2.40 GHz,8.999 TL
2137,Lenovo,4.4,237,"9,8",Notebook,2400 MHz,Var,2 kg ve Altý,Belirtilmemiþ,14 inç,Dahili Ekran Kartý,Onboard,4.Nesil,Intel Celeron,Yok (Free Dos),2.8 GHz,1366 x 768,Yok,4 GB,DDR4,Yok,128 GB,6 Saat ve Üstü,1.1 GHz,3.821 TL
2138,HP,5.0,15,10,Notebook,2666 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,11.Nesil,Intel Core i3,Windows 10 Home,4.1 GHz,1920 x 1080,Yok,4 GB,DDR4,Yok,256 GB,,1.7 GHz,6.899 TL
2139,Casper,4.6,40,10,Oyun Bilgisayarlarý,2933 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,10. Nesil,Intel Core i5,Windows 11 Home,4.5 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,250 GB,,2.5 GHz,12.499 TL
2140,Lenovo,5.0,2,"9,8",Notebook,2666 MHz,Var,2 kg ve Altý,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.4 GHz,7.999 TL
2141,Lenovo,,,"9,1",Notebook,2933 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Yok,12 GB,DDR4,Yok,2 TB,,2.4 GHz,16.139 TL
2142,Lenovo,4.7,267,10,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,5.Nesil,AMD Ryzen 5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,6 Saat ve Üstü,3.3 GHz,13.998 TL
2143,Lenovo,4.6,13,"9,6",Notebook,3200 MHz,Var,2 - 4 kg,Yok,14 inç,Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,256 GB,4 - 6 Saat,2.4 GHz,8.999 TL
2144,Monster,4.7,268,"9,9",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,500 GB,,2.70 GHz,16.099 TL
2145,Lenovo,4.7,146,"9,9",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Yok,8 GB,Belirtilmemiþ,Yok,256 GB,6 Saat ve Üstü,2.4 GHz,11.682 TL
2146,HP,,,09,Notebook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Pro,4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,4 - 6 Saat,2.4 GHz,14.088 TL
2147,Dell,,,"9,8",Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 10 Home,4.7 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.8 GHz,18.175 TL
2148,Asus,4.8,85,10,Ýkisi Bir Arada,3733 MHz,Var,1 - 2 kg,Var,"13,3 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i5,Windows 10 Home,3.7 GHz,1920 x 1080,Yok,8 GB,LPDDR4X,Yok,512 GB,,1.1 GHz,11.599 TL
2149,Dell,4.7,129,10,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,Ryzen,AMD Ryzen 7,Windows 11 Home,4.4 GHz,1920 x 1080,Belirtilmemiþ,16 GB,DDR4,Yok,512 GB,,3.2 GHz,19.999 TL
2150,Acer,5.0,3,,Oyun Bilgisayarlarý,Belirtilmemiþ,Var,2 kg ve Altý,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,5.Nesil,AMD Ryzen 5,Yok (Free Dos),4.3 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,3.3 GHz,18.998 TL
2151,Dell,4.9,65,,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i7,Ubuntu,4.6 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,2.30 GHz,19.998 TL
2152,Monster,4.7,213,"9,9",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,500 GB,3 Saat ve Altý,2.70 GHz,15.699 TL
2153,Fujitsu,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,10.Nesil,Intel Core i5,Windows 10 Home,3.6 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,480 GB,4 - 6 Saat,1 GHz,9.327 TL
2154,Huawei,4.7,154,09,Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 11 Home,4.7 GHz,1920 x 1080,Var,16 GB,DDR4,Yok,512 GB,,2.8 GHz,13.908 TL
2155,HONOR,4.8,48,"9,1",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i5,Windows 10 Home,Yok,1920 x 1080,Var,8 GB,DDR4,512 GB,512 GB,,Belirtilmemiþ,8.379 TL
2156,HP,4.2,16,"9,9",Notebook,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Windows 11 Home,4.4 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,4 - 6 Saat,2.6 GHz,15.999 TL
2157,Asus,4.8,165,,Notebook,2400 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i3,Windows 10 Home,4.1 GHz,1366 x 768,Yok,4 GB,DDR4,Yok,256 GB,,2.1 GHz,5.988 TL
2158,Dell,4.4,7,"9,7",Notebook,2666 MHz,Var,1 - 2 kg,Yok,14 inç,Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i7,Ubuntu,4.7 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.80 GHz,16.399 TL
2159,Casper,4.4,167,,Notebook,2133 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,Yok,Intel Celeron,Windows 11 Home,2.6 GHz,1366 x 768,Yok,4 GB,DDR3,Yok,120 GB,,1.10 GHz,3.948 TL
2160,Lenovo,4.7,15,10,Notebook,3200 MHz,Var,2 kg ve Altý,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,3 Saat ve Altý,2.40 GHz,8.999 TL
2161,Lenovo,4.4,237,"9,8",Notebook,2400 MHz,Var,2 kg ve Altý,Belirtilmemiþ,14 inç,Dahili Ekran Kartý,Onboard,4.Nesil,Intel Celeron,Yok (Free Dos),2.8 GHz,1366 x 768,Yok,4 GB,DDR4,Yok,128 GB,6 Saat ve Üstü,1.1 GHz,3.821 TL
2162,HP,,,09,Notebook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Pro,4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,4 - 6 Saat,2.4 GHz,14.088 TL
2163,Casper,4.6,40,10,Oyun Bilgisayarlarý,2933 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,10. Nesil,Intel Core i5,Windows 11 Home,4.5 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,250 GB,,2.5 GHz,12.499 TL
2164,Lenovo,5.0,2,"9,8",Notebook,2666 MHz,Var,2 kg ve Altý,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.4 GHz,7.999 TL
2165,Lenovo,,,"9,1",Notebook,2933 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Yok,12 GB,DDR4,Yok,2 TB,,2.4 GHz,16.139 TL
2166,Lenovo,4.7,267,10,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,5.Nesil,AMD Ryzen 5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,6 Saat ve Üstü,3.3 GHz,13.998 TL
2167,Lenovo,4.6,13,"9,6",Notebook,3200 MHz,Var,2 - 4 kg,Yok,14 inç,Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,256 GB,4 - 6 Saat,2.4 GHz,8.999 TL
2168,Monster,4.7,268,"9,9",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,500 GB,,2.70 GHz,16.099 TL
2169,HP,5.0,15,10,Notebook,2666 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,11.Nesil,Intel Core i3,Windows 10 Home,4.1 GHz,1920 x 1080,Yok,4 GB,DDR4,Yok,256 GB,,1.7 GHz,6.899 TL
2170,Dell,,,"9,8",Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 10 Home,4.7 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.8 GHz,18.175 TL
2171,Lenovo,4.7,146,"9,9",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Yok,8 GB,Belirtilmemiþ,Yok,256 GB,6 Saat ve Üstü,2.4 GHz,11.682 TL
2172,Asus,4.8,85,10,Ýkisi Bir Arada,3733 MHz,Var,1 - 2 kg,Var,"13,3 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i5,Windows 10 Home,3.7 GHz,1920 x 1080,Yok,8 GB,LPDDR4X,Yok,512 GB,,1.1 GHz,11.599 TL
2173,Dell,4.7,129,10,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,Ryzen,AMD Ryzen 7,Windows 11 Home,4.4 GHz,1920 x 1080,Belirtilmemiþ,16 GB,DDR4,Yok,512 GB,,3.2 GHz,19.999 TL
2174,Acer,5.0,3,,Oyun Bilgisayarlarý,Belirtilmemiþ,Var,2 kg ve Altý,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,5.Nesil,AMD Ryzen 5,Yok (Free Dos),4.3 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,3.3 GHz,18.998 TL
2175,Dell,4.9,65,,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i7,Ubuntu,4.6 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,2.30 GHz,19.998 TL
2176,Fujitsu,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,10.Nesil,Intel Core i5,Windows 10 Home,3.6 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,480 GB,4 - 6 Saat,1 GHz,9.327 TL
2177,Monster,4.7,213,"9,9",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,500 GB,3 Saat ve Altý,2.70 GHz,15.699 TL
2178,Huawei,4.7,154,09,Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 11 Home,4.7 GHz,1920 x 1080,Var,16 GB,DDR4,Yok,512 GB,,2.8 GHz,13.908 TL
2179,HONOR,4.8,48,"9,1",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i5,Windows 10 Home,Yok,1920 x 1080,Var,8 GB,DDR4,512 GB,512 GB,,Belirtilmemiþ,8.379 TL
2180,HP,4.2,16,"9,9",Notebook,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Windows 11 Home,4.4 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,4 - 6 Saat,2.6 GHz,15.999 TL
2181,Asus,4.8,165,,Notebook,2400 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i3,Windows 10 Home,4.1 GHz,1366 x 768,Yok,4 GB,DDR4,Yok,256 GB,,2.1 GHz,5.988 TL
2182,Dell,4.4,7,"9,7",Notebook,2666 MHz,Var,1 - 2 kg,Yok,14 inç,Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i7,Ubuntu,4.7 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.80 GHz,16.399 TL
2183,Casper,4.4,167,,Notebook,2133 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,Yok,Intel Celeron,Windows 11 Home,2.6 GHz,1366 x 768,Yok,4 GB,DDR3,Yok,120 GB,,1.10 GHz,3.948 TL
2184,Lenovo,4.7,15,10,Notebook,3200 MHz,Var,2 kg ve Altý,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,3 Saat ve Altý,2.40 GHz,8.999 TL
2185,Lenovo,4.4,237,"9,8",Notebook,2400 MHz,Var,2 kg ve Altý,Belirtilmemiþ,14 inç,Dahili Ekran Kartý,Onboard,4.Nesil,Intel Celeron,Yok (Free Dos),2.8 GHz,1366 x 768,Yok,4 GB,DDR4,Yok,128 GB,6 Saat ve Üstü,1.1 GHz,3.821 TL
2186,HP,,,09,Notebook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Pro,4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,4 - 6 Saat,2.4 GHz,14.088 TL
2187,Lenovo,,,"9,1",Notebook,2933 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Yok,12 GB,DDR4,Yok,2 TB,,2.4 GHz,16.139 TL
2188,Casper,4.6,40,10,Oyun Bilgisayarlarý,2933 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,10. Nesil,Intel Core i5,Windows 11 Home,4.5 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,250 GB,,2.5 GHz,12.499 TL
2189,Lenovo,5.0,2,"9,8",Notebook,2666 MHz,Var,2 kg ve Altý,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.4 GHz,7.999 TL
2190,Lenovo,4.7,267,10,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,5.Nesil,AMD Ryzen 5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,6 Saat ve Üstü,3.3 GHz,13.998 TL
2191,Lenovo,4.6,13,"9,6",Notebook,3200 MHz,Var,2 - 4 kg,Yok,14 inç,Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,256 GB,4 - 6 Saat,2.4 GHz,8.999 TL
2192,Monster,4.7,268,"9,9",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,500 GB,,2.70 GHz,16.099 TL
2193,HP,5.0,15,10,Notebook,2666 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,11.Nesil,Intel Core i3,Windows 10 Home,4.1 GHz,1920 x 1080,Yok,4 GB,DDR4,Yok,256 GB,,1.7 GHz,6.899 TL
2194,Lenovo,4.7,146,"9,9",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Yok,8 GB,Belirtilmemiþ,Yok,256 GB,6 Saat ve Üstü,2.4 GHz,11.682 TL
2195,Dell,,,"9,8",Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 10 Home,4.7 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.8 GHz,18.175 TL
2196,Asus,4.8,85,10,Ýkisi Bir Arada,3733 MHz,Var,1 - 2 kg,Var,"13,3 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i5,Windows 10 Home,3.7 GHz,1920 x 1080,Yok,8 GB,LPDDR4X,Yok,512 GB,,1.1 GHz,11.599 TL
2197,Dell,4.7,129,10,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,Ryzen,AMD Ryzen 7,Windows 11 Home,4.4 GHz,1920 x 1080,Belirtilmemiþ,16 GB,DDR4,Yok,512 GB,,3.2 GHz,19.999 TL
2198,Acer,5.0,3,,Oyun Bilgisayarlarý,Belirtilmemiþ,Var,2 kg ve Altý,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,5.Nesil,AMD Ryzen 5,Yok (Free Dos),4.3 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,3.3 GHz,18.998 TL
2199,Fujitsu,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,10.Nesil,Intel Core i5,Windows 10 Home,3.6 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,480 GB,4 - 6 Saat,1 GHz,9.327 TL
2200,Dell,4.9,65,,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i7,Ubuntu,4.6 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,2.30 GHz,19.998 TL
2201,Monster,4.7,213,"9,9",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,500 GB,3 Saat ve Altý,2.70 GHz,15.699 TL
2202,Huawei,4.7,154,09,Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 11 Home,4.7 GHz,1920 x 1080,Var,16 GB,DDR4,Yok,512 GB,,2.8 GHz,13.908 TL
2203,HONOR,4.8,48,"9,1",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i5,Windows 10 Home,Yok,1920 x 1080,Var,8 GB,DDR4,512 GB,512 GB,,Belirtilmemiþ,8.379 TL
2204,HP,4.2,16,"9,9",Notebook,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Windows 11 Home,4.4 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,4 - 6 Saat,2.6 GHz,15.999 TL
2205,Asus,4.8,165,,Notebook,2400 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i3,Windows 10 Home,4.1 GHz,1366 x 768,Yok,4 GB,DDR4,Yok,256 GB,,2.1 GHz,5.988 TL
2206,Dell,4.4,7,"9,7",Notebook,2666 MHz,Var,1 - 2 kg,Yok,14 inç,Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i7,Ubuntu,4.7 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.80 GHz,16.399 TL
